order_id,uid,remaining,last_study,idle,is_frozen,tag,reason,month
723926615034114,3020113356,2,2026-07-28 22:00:00,3.0,0,Normal,"1-20, idle<=90",2026-08
714559373267202,3034830727,8,2026-07-29 22:00:00,2.0,0,Normal,"1-20, idle<=90",2026-08
720256282650880,3035203085,3,2026-07-29 16:00:00,2.0,0,Normal,"1-20, idle<=90",2026-08
699675308882178,3084270326,14,2026-08-01 15:30:00,-1.0,0,Normal,"1-20, idle<=90",2026-08
678879236608258,3126038171,3,2026-07-29 21:30:00,2.0,0,Normal,"1-20, idle<=90",2026-08
728378580148486,3126550426,5,2026-07-31 15:00:00,0.0,0,Normal,"1-20, idle<=90",2026-08
744793428365570,3133891180,3,2026-07-30 18:30:00,1.0,0,Normal,"1-20, idle<=90",2026-08
732933261226242,3134456866,12,2026-07-31 21:30:00,0.0,0,Normal,"1-20, idle<=90",2026-08
689266527942916,3138020834,16,2026-08-01 10:30:00,-1.0,0,Normal,"1-20, idle<=90",2026-08
743193018585346,3148074862,2,2026-07-30 21:00:00,1.0,0,Normal,"1-20, idle<=90",2026-08
737396132784390,3155060965,14,2026-07-28 21:00:00,3.0,0,Normal,"1-20, idle<=90",2026-08
722531196037376,3167535661,4,2026-08-01 19:00:00,-1.0,0,Normal,"1-20, idle<=90",2026-08
732461215312134,3173010348,7,2026-06-02 20:30:00,59.0,1,Frozen,"1-20, idle<=90",2026-08
719484358662404,3173942361,3,2026-08-01 11:30:00,-1.0,0,Normal,"1-20, idle<=90",2026-08
732102824431880,3175970640,17,2026-07-30 15:00:00,1.0,0,Normal,"1-20, idle<=90",2026-08
735928660242696,3176315119,20,2026-07-31 21:30:00,0.0,0,Normal,"1-20, idle<=90",2026-08
725676898232584,3176500479,3,2026-07-30 18:00:00,1.0,0,Normal,"1-20, idle<=90",2026-08
715059745122560,3177158855,6,2026-07-29 21:00:00,2.0,0,Normal,"1-20, idle<=90",2026-08
682893184741634,3178245726,2,2026-07-26 22:00:00,5.0,0,Normal,"1-20, idle<=90",2026-08
753477359307016,3178494774,19,2026-07-30 22:00:00,1.0,0,Normal,"1-20, idle<=90",2026-08
727002263904520,3178761578,3,2026-07-31 22:30:00,0.0,0,Normal,"1-20, idle<=90",2026-08
746230643273992,3179205818,9,2026-07-17 16:30:00,14.0,0,Normal,"1-20, idle<=90",2026-08
726041681471746,3180100497,15,2026-06-10 20:30:00,51.0,1,Frozen,"1-20, idle<=90",2026-08
731747846353154,3185916638,16,2026-06-19 17:00:00,42.0,1,Frozen,"1-20, idle<=90",2026-08
710820819595524,3188370644,2,2026-07-25 21:00:00,6.0,0,Normal,"1-20, idle<=90",2026-08
745493187031304,3189815082,9,2026-07-29 11:30:00,2.0,0,Normal,"1-20, idle<=90",2026-08
734541744724232,3189926256,12,2026-07-31 19:30:00,0.0,0,Normal,"1-20, idle<=90",2026-08
695296557283584,3191187208,20,2026-07-30 11:00:00,1.0,0,Normal,"1-20, idle<=90",2026-08
